"game_title","publisher","platform","release_year","global_sales","year","market_share_pct","publisher_global_sales","game_count","avg_sales_per_game"
"Hexen","GT Interactive","N64",1996,0.19,1996,2.60077431109087,5.71,7,0.815714285714286
"Mace: The Dark Age","GT Interactive","N64",1997,0.19,1997,2.98251163631434,6.6,17,0.388235294117647
"AeroFighters Assault","Video System","N64",1997,0.19,1997,0.0858601834696552,0.19,1,0.19
"Puyo Puyo Sun 64","Compile","N64",1997,0.19,1997,0.876677662795427,1.94,3,0.646666666666667
"Chou-Kuukan Night Pro Yakyuu King (weekly JP sales)","Imagineer","N64",1996,0.19,1996,0.204964700523799,0.45,4,0.1125
"Quake","GT Interactive","N64",1998,0.19,1998,1.98209937930798,5.78,17,0.34
"Sesame Street: Elmo's Number Journey","NewKidCo","N64",1999,0.19,1999,0.147445349060837,0.46,3,0.153333333333333
"Disney Magic World 2","Nintendo","3DS",2015,0.19,2015,9.70307345025178,27.94,36,0.776111111111111
"Squeeballs Party","Performance Designed Products","Wii",2009,0.19,2009,0.049891209446069,0.36,2,0.18
"Tottadoo! Yoiko no Mujintou Seikatsu","Namco Bandai Games","DS",2008,0.19,2008,1.46387934735938,10.91,53,0.205849056603774
"Where's Waldo? The Fantastic Journey","Ubisoft","Wii",2009,0.19,2009,7.44903474368391,53.75,120,0.447916666666667
"Family Game Night 4: The Game Show","Electronic Arts","Wii",2011,0.19,2011,12.6582498608792,72.79,77,0.945324675324675
"Teenage Mutant Ninja Turtles 2: Battle Nexus","Konami Digital Entertainment","GC",2004,0.19,2004,4.55385725235583,20.2,42,0.480952380952381
"Saints Row IV","Deep Silver","PC",2013,0.19,2013,1.50351728921034,6.07,13,0.466923076923077
"Fighter Within","Ubisoft","XOne",2013,0.19,2013,6.82403646091351,27.55,30,0.918333333333333
"Barbie Horse Adventures: Riding Camp","Activision","PS2",2008,0.19,2008,9.13348003434951,68.07,92,0.739891304347826
"SSX Tricky","Electronic Arts","GBA",2002,0.19,2002,17.2388553078957,73.01,88,0.829659090909091
"Kenka Banchou 4: Ichinen Sensou","Spike","PSP",2010,0.19,2010,0.116257725019886,0.76,5,0.152
"Warhammer: Shadow of the Horned Rat","Mindscape","PS",1996,0.19,1996,0.113869278068777,0.25,2,0.125
"Shadows of the Damned","Electronic Arts","X360",2011,0.19,2011,12.6582498608792,72.79,77,0.945324675324675
"NBA 2K11","Take-Two Interactive","PC",2010,0.19,2010,5.48246955883253,35.84,35,1.024
"Pro Yakyuu Team o Tsukurou!","Sega","DS",2008,0.19,2008,5.13095749248605,38.24,76,0.503157894736842
"Warriors: Legends of Troy","Tecmo Koei","PS3",2011,0.19,2011,0.765164162493044,4.4,21,0.20952380952381
"Jeopardy!","THQ","DS",2010,0.19,2010,3.5397417854739,23.14,60,0.385666666666667
"ESPN International Track & Field","Konami Digital Entertainment","PS2",2000,0.19,2000,3.54141405694694,8.47,31,0.273225806451613
"Lunar Legend","Media Rings","GBA",2002,0.19,2002,0.0448621080468455,0.19,1,0.19
"Conflict: Global Terror","Eidos Interactive","PS2",2005,0.19,2005,1.56896585538057,8,12,0.666666666666667
"Valhalla Knights 3","Xseed Games","PSV",2013,0.19,2013,0.388883384523928,1.57,5,0.314
"Tamagotchi Party On!","Namco Bandai Games","Wii",2006,0.19,2006,2.10303052090448,11.7,66,0.177272727272727
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion","D3Publisher","PS2",2006,0.19,2006,0.246252291764029,1.37,13,0.105384615384615
"Brunswick Pro Bowling","505 Games","PS3",2010,0.19,2010,2.24255032735728,14.66,27,0.542962962962963
"Shaun White Skateboarding","Ubisoft","PS3",2010,0.19,2010,6.60374472251117,43.17,82,0.526463414634146
"Hulk","Universal Interactive","GC",2003,0.19,2003,0.724691449630234,2.93,6,0.488333333333333
"The Heavy Rain and Beyond: Two Souls Collection","Sony Computer Entertainment","PS4",2016,0.19,2016,3.8994356080041,6.84,7,0.977142857142857
"Cabela's Survival: Shadows of Katmai","Activision","PS3",2011,0.19,2011,9.1019755147468,52.34,79,0.66253164556962
"Shaun White Skateboarding","Ubisoft","Wii",2010,0.19,2010,6.60374472251117,43.17,82,0.526463414634146
"Boogie","Electronic Arts","PS2",2007,0.19,2007,11.0537396462435,71.93,112,0.642232142857143
"Gungrave","Activision","PS2",2002,0.19,2002,6.16263694748772,26.1,52,0.501923076923077
"Phantasy Star Universe","Sega","PS2",2006,0.19,2006,3.14555847143833,17.5,52,0.336538461538462
"Transworld Surf","Atari","PS2",2002,0.19,2002,5.01747261050246,21.25,47,0.452127659574468
"God Eater Resurrection","Namco Bandai Games","PSV",2015,0.19,2015,6.67129710019101,19.21,81,0.237160493827161
"Tenchu: Fatal Shadows","Sega","PS2",2004,0.19,2004,2.99833175526399,13.3,35,0.38
"Active Health with Carol Vorderman","Nintendo","DS",2009,0.19,2009,18.4264866887481,132.96,39,3.40923076923077
"Escape The Museum","Astragon","DS",2010,0.19,2010,0.0810744661322891,0.53,3,0.176666666666667
"The Legend of Spyro: A New Beginning","Vivendi Games","GC",2006,0.19,2006,0.823237588525003,4.58,19,0.241052631578947
"International Soccer","Mattel Interactive","2600",1981,0.19,1981,5.86870795639063,2.53,7,0.361428571428571
"Sing4: The Hits Edition","Crave Entertainment","Wii",2011,0.19,2011,0.255634390651085,1.47,16,0.091875
"Jewel Master: Cradle of Athena","Storm City Games","DS",2010,0.19,2010,0.18662424279508,1.22,16,0.07625
"Princess Maker: Yumemiru Yosei","Sony Computer Entertainment","PS",1997,0.19,1997,20.6471146459397,45.69,39,1.17153846153846
"Big Air","Accolade","PS",1999,0.19,1999,0.0609013398294762,0.19,1,0.19
"Shining Force II","Sega","GEN",1993,0.19,1993,3.82321992283409,2.18,8,0.2725
"Gallop Racer","Tecmo Koei","PS",1999,0.19,1999,0.201936021539842,0.63,5,0.126
"Harry Potter and the Prisoner of Azkaban","Electronic Arts","XB",2004,0.19,2004,15.3005094909599,67.87,87,0.780114942528736
"NASCAR Unleashed","Activision","3DS",2011,0.19,2011,9.1019755147468,52.34,79,0.66253164556962
"3rd Super Robot Wars Z Jigoku Hen","Namco Bandai Games","PSV",2014,0.19,2014,3.49684182233571,13.01,87,0.149540229885057
"Sudoku Gridmaster (JP sales)","Nintendo","DS",2006,0.19,2006,37.3890067225078,208.01,61,3.41
"Dynasty Warriors Gundam","Namco Bandai Games","X360",2007,0.19,2007,1.16638237056844,7.59,49,0.154897959183673
"Taiko no Tatsujin: Wii U Version!","Namco Bandai Games","WiiU",2013,0.19,2013,2.69246012087585,10.87,77,0.141168831168831
"Monsters vs. Aliens","Activision","PS2",2009,0.19,2009,11.3197610765414,81.68,130,0.628307692307692
"CSI: Fatal Conspiracy","Ubisoft","PS3",2010,0.19,2010,6.60374472251117,43.17,82,0.526463414634146
"College Slam","Acclaim Entertainment","PS",1995,0.19,1995,3.94423041643735,4.3,17,0.252941176470588
"Arcania: Gothic 4","JoWood Productions","PC",2010,0.19,2010,0.0596585694180995,0.39,4,0.0975
"Mushroom Men: The Spore Wars","SouthPeak Games","Wii",2008,0.19,2008,0.0992915414340919,0.74,8,0.0925
"Zumba Fitness Rush","505 Games","X360",2012,0.19,2012,0.549360253550886,2.34,8,0.2925
"Pro Yaky? Spirits 4","Konami Digital Entertainment","PS2",2007,0.19,2007,2.64625881702088,17.22,62,0.277741935483871
"Pictionary","THQ","DS",2010,0.19,2010,3.5397417854739,23.14,60,0.385666666666667
"SoulCalibur Legends","Namco Bandai Games","Wii",2007,0.19,2007,1.16638237056844,7.59,49,0.154897959183673
"Daigasso! Band Brothers","Nintendo","DS",2004,0.19,2004,13.9320979304748,61.8,60,1.03
"Rise of the Kasai","Sony Computer Entertainment","PS2",2005,0.19,2005,6.01502284806527,30.67,52,0.589807692307692
"Thoroughbred Breeder","Hect","SNES",1993,0.19,1993,0.33321641529288,0.19,1,0.19
"F1 2011","Codemasters","PC",2011,0.19,2011,0.928631051752922,5.34,13,0.410769230769231
"Momotarou Dentetsu World","Hudson Soft","DS",2010,0.19,2010,0.256990760570275,1.68,14,0.12
"Nobunaga no Yabou: Souzou","Tecmo Koei","PS3",2013,0.19,2013,0.876845338353314,3.54,27,0.131111111111111
"Doctor Who: Return to Earth","Asylum Entertainment","Wii",2010,0.19,2010,0.0795447592241326,0.52,5,0.104
"The Munchables","Namco Bandai Games","Wii",2009,0.19,2009,2.32409884002938,16.77,62,0.270483870967742
"We Dance","Nordic Games","Wii",2011,0.19,2011,0.140859766277129,0.81,4,0.2025
"Chibi-Robo! Park Patrol","Unknown","DS",2007,0.19,2007,0.0384183916524519,0.25,3,0.0833333333333333
"Bolt","Disney Interactive Studios","PS3",2008,0.19,2008,3.00289823958781,22.38,36,0.621666666666667
"Singstar: Ultimate Party","Sony Computer Entertainment Europe","PS4",2014,0.19,2014,1.77395511356001,6.6,4,1.65
"Mathews Bowhunting","Zoo Games","Wii",2010,0.19,2010,0.185094535886924,1.21,17,0.0711764705882353
"3rd Super Robot Wars Z: Tengoku-Hen","Namco Bandai Games","PSV",2015,0.19,2015,6.67129710019101,19.21,81,0.237160493827161
"One Piece: Unlimited Adventure","Namco Bandai Games","Wii",2007,0.19,2007,1.16638237056844,7.59,49,0.154897959183673
"Remington Super Slam Hunting: North America","Mastiff","Wii",2010,0.19,2010,0.178975708254298,1.17,4,0.2925
"Crash & Spyro Superpack","Vivendi Games","GBA",2005,0.19,2005,1.2198709525584,6.22,25,0.2488
"Earth Defense Force: Insect Armageddon","D3Publisher","X360",2011,0.19,2011,0.328672787979967,1.89,18,0.105
"Face Training","Nintendo","DS",2007,0.19,2007,16.2248551626635,105.58,48,2.19958333333333
"ThunderStrike 2","Core Design Ltd.","PS",1994,0.19,1994,0.194951775087215,0.19,1,0.19
"Disney's Meet the Robinsons","Disney Interactive Studios","Wii",2007,0.19,2007,2.58786286170916,16.84,28,0.601428571428571
"Call of Duty: World at War","Activision","PC",2008,0.19,2008,9.13348003434951,68.07,92,0.739891304347826
"Pro Yaky? Spirits 2012","Konami Digital Entertainment","PS3",2012,0.19,2012,2.12935790585749,9.07,40,0.22675
"Kuma-Tomo","Namco Bandai Games","3DS",2013,0.19,2013,2.69246012087585,10.87,77,0.141168831168831
"Super Real Mahjong P V","Seta Corporation","SAT",1995,0.19,1995,0.302696752889378,0.33,4,0.0825
"Thomas the Tank Engine & Friends","N/A","GBA",2004,0.19,2004,1.19482393254881,5.3,19,0.278947368421053
"Grand Slam Tennis 2","Electronic Arts","X360",2012,0.19,2012,12.9968306139218,55.36,49,1.12979591836735
"Penguin no Mondai X: Tenkuu no 7 Senshi","Konami Digital Entertainment","DS",2009,0.19,2009,2.22985988885347,16.09,59,0.27271186440678
"The Scorpion King: Sword of Osiris","Vivendi Games","GBA",2002,0.19,2002,1.02710615791462,4.35,16,0.271875
"Bubsy 3D","Accolade","PS",1996,0.19,1996,0.0865406513322706,0.19,1,0.19
"Reel Fishing Paradise 3D","Marvelous Interactive","3DS",2011,0.19,2011,0.20172509738453,1.16,7,0.165714285714286
"NCAA Final Four 2001","Sony Computer Entertainment","PS2",2000,0.19,2000,12.3552284985575,29.55,38,0.777631578947368
"Farmtopia","505 Games","DS",2010,0.19,2010,2.24255032735728,14.66,27,0.542962962962963
"Robin Hood: Defender of the Crown","Capcom","PS2",2003,0.19,2003,2.93586604338255,11.87,40,0.29675
"SD Gundam GX","Namco Bandai Games","SNES",1994,0.19,1994,1.76482659552637,1.72,6,0.286666666666667
"R-Type Final","Metro 3D","PS2",2003,0.19,2003,0.0791471890381143,0.32,3,0.106666666666667
"Jackie Chan Adventures: Legend of the Dark Hand","Activision","GBA",2001,0.19,2001,5.21020179372197,18.59,23,0.808260869565217
"MotoGP","Capcom","Wii",2009,0.19,2009,2.86042934157462,20.64,21,0.982857142857143
"Sega GT 2002","Sega","XB",2002,0.19,2002,3.44729882886286,14.6,42,0.347619047619048
"Ty the Tasmanian Tiger 3: Night of the Quinkan","Activision","PS2",2005,0.19,2005,7.63105767910726,38.91,77,0.505324675324675
"WWE SmackDown vs. Raw 2009","THQ","DS",2008,0.19,2008,4.24270072992701,31.62,65,0.486461538461538
"Pro Evolution Soccer 2014","Konami Digital Entertainment","3DS",2013,0.19,2013,1.49113246804716,6.02,21,0.286666666666667
"Samurai Warriors 2: Empires","Tecmo Koei","PS2",2006,0.19,2006,0.652478700075493,3.63,26,0.139615384615385
"Blood Omen 2","Eidos Interactive","XB",2002,0.19,2002,2.07074046089913,8.77,20,0.4385
"Jurassic: The Hunted","Activision","PS3",2009,0.19,2009,11.3197610765414,81.68,130,0.628307692307692
"J-League Pro Soccer Club o Tsukurou! 5","Sega","PS2",2007,0.19,2007,3.94480045487376,25.67,59,0.435084745762712
"Harry Potter: Quidditch World Cup","Electronic Arts","XB",2003,0.19,2003,17.2986075041429,69.94,88,0.794772727272727
"Dance Central: Spotlight","Microsoft Game Studios","XOne",2014,0.19,2014,2.77113291224298,10.31,9,1.14555555555556
"Little Battlers eXperience W","Level 5","PSP",2012,0.19,2012,0.528231013029698,2.25,10,0.225
"Magical Starsign (US sales)","Nintendo","DS",2006,0.19,2006,37.3890067225078,208.01,61,3.41
"Tekken Tag Tournament 2","Namco Bandai Games","WiiU",2012,0.19,2012,4.48174668388308,19.09,103,0.185339805825243
"Hot Wheels: Battle Force 5","Activision","Wii",2009,0.19,2009,11.3197610765414,81.68,130,0.628307692307692
"Dragon Blade: Wrath of Fire","D3Publisher","Wii",2007,0.19,2007,0.969680205307885,6.31,22,0.286818181818182
"La Pucelle: Tactics","Tecmo Koei","PS2",2002,0.19,2002,0.543067623724972,2.3,11,0.209090909090909
"Phantasy Star Nova","Sega","PSV",2014,0.19,2014,1.55355462975407,5.78,26,0.222307692307692
"SBK X: Superbike World Championship","Black Bean Games","X360",2010,0.19,2010,0.183564828978768,1.2,8,0.15
"Samurai Warriors: State of War","Tecmo Koei","PSP",2005,0.19,2005,0.743297573986546,3.79,14,0.270714285714286
"Tiger Woods PGA Tour 07","Electronic Arts","XB",2006,0.19,2006,10.500772908653,58.42,103,0.567184466019418
"Call of Juarez","Ubisoft","X360",2007,0.19,2007,7.55920274153643,49.19,98,0.501938775510204
"Star Wars: The Clone Wars & Tetris Worlds","Microsoft Game Studios","XB",2002,0.19,2002,1.64336985266339,6.96,20,0.348
"The Bee Game","Midway Games","DS",2007,0.19,2007,1.24475588953944,8.1,17,0.476470588235294
"EverQuest Online Adventures: Frontiers","Sony Online Entertainment","PS2",2003,0.19,2003,0.153347678761347,0.62,2,0.31
"Cabela's Survival: Shadows of Katmai","Activision","X360",2011,0.19,2011,9.1019755147468,52.34,79,0.66253164556962
"NBA Ballers: Chosen One","Midway Games","X360",2008,0.19,2008,1.78724774581365,13.32,18,0.74
"WWE All Stars","THQ","PSP",2011,0.19,2011,4.73184474123539,27.21,79,0.344430379746835
"Treasures of the Deep","Namco Bandai Games","PS",1997,0.19,1997,2.86501875367165,6.34,13,0.487692307692308
"Phantasy Star Online Ver. 2","Sega","DC",2001,0.19,2001,1.93105381165919,6.89,12,0.574166666666667
"EyePet & Friends","Sony Computer Entertainment","PS3",2011,0.19,2011,4.83792431830829,27.82,40,0.6955
"The Lord of the Rings: War in the North","Warner Bros. Interactive Entertainment","PC",2011,0.18,2011,4.35795770728993,25.06,21,1.19333333333333
"Major League Baseball 2K10","Take-Two Interactive","PS3",2010,0.18,2010,5.48246955883253,35.84,35,1.024
"Fight Club","Vivendi Games","PS2",2004,0.18,2004,1.52396411019433,6.76,18,0.375555555555556
"Hello Kitty: Birthday Adventures","Namco Bandai Games","DS",2010,0.18,2010,2.51024903628465,16.41,70,0.234428571428571
"Syndicate","Electronic Arts","X360",2012,0.18,2012,12.9968306139218,55.36,49,1.12979591836735
"Dance Dance Revolution: Disney Grooves","Konami Digital Entertainment","Wii",2009,0.18,2009,2.22985988885347,16.09,59,0.27271186440678
"Pure Futbol","Ubisoft","X360",2010,0.18,2010,6.60374472251117,43.17,82,0.526463414634146
"Harvest Moon: A Wonderful Life Special Edition","505 Games","PS2",2004,0.18,2004,0.200640245277064,0.89,10,0.089
"Sports Illustrated for Kids: Football","BAM! Entertainment","GBA",2003,0.18,2003,0.178081175335757,0.72,7,0.102857142857143
"The Last Airbender","THQ","DS",2010,0.18,2010,3.5397417854739,23.14,60,0.385666666666667
"Happy Cooking","Ubisoft","DS",2006,0.18,2006,3.38282345328396,18.82,72,0.261388888888889
".hack//Quarantine Part 4: The Final Chapter","Atari","PS2",2003,0.18,2003,4.67215750290619,18.89,45,0.419777777777778
"Close Combat: First to Fight","Take-Two Interactive","XB",2005,0.18,2005,5.15601404224441,26.29,41,0.641219512195122
"MotoGP 14","Milestone S.r.l.","PS4",2014,0.18,2014,0.11020024190297,0.41,4,0.1025
"Indiana Jones and the Emperor's Tomb","LucasArts","XB",2003,0.18,2003,0.618337414360268,2.5,9,0.277777777777778
"NBA Live 08","Electronic Arts","Wii",2007,0.18,2007,11.0537396462435,71.93,112,0.642232142857143
"Buffy the Vampire Slayer: Chaos Bleeds","Vivendi Games","PS2",2003,0.18,2003,3.81885187108902,15.44,33,0.467878787878788
"Half-Minute Hero","Rising Star Games","PSP",2009,0.18,2009,0.38942860706515,2.81,12,0.234166666666667
"Rock Band Track Pack Volume 2","MTV Games","X360",2008,0.18,2008,0.959370974667239,7.15,14,0.510714285714286
"Reel Fishing II","Victor Interactive","PS",2000,0.18,2000,0.0752602751181168,0.18,1,0.18
"Ringling Bros. and Barnum & Bailey Circus","Take-Two Interactive","Wii",2009,0.18,2009,3.44526518563687,24.86,44,0.565
"The Walking Dead: Season One","Square Enix","PSV",2013,0.18,2013,3.64856831467354,14.73,17,0.866470588235294
"Ty the Tasmanian Tiger","Electronic Arts","XB",2002,0.18,2002,17.2388553078957,73.01,88,0.829659090909091
"Dead or Alive","Tecmo Koei","SAT",1997,0.18,1997,0.781779565276334,1.73,4,0.4325
"Driving Emotion Type-S","Electronic Arts","PS2",2000,0.18,2000,11.8451310783125,28.33,39,0.726410256410256
"Siren","Sony Computer Entertainment","PS2",2003,0.18,2003,7.17518735623655,29.01,36,0.805833333333333
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe","Disney Interactive Studios","DS",2005,0.18,2005,0.8923493302477,4.55,14,0.325
"NARC","Midway Games","XB",2005,0.18,2005,1.17672439153543,6,23,0.260869565217391
"Naruto Shippuden: Dragon Blade Chronicles","505 Games","Wii",2009,0.18,2009,1.11285114403315,8.03,33,0.243333333333333
"Dynasty Warriors 8: Empires","Tecmo Koei","PS4",2014,0.18,2014,1.09125117591722,4.06,35,0.116
"Super Robot Taisen J","Banpresto","GBA",2005,0.18,2005,0.258879366137794,1.32,6,0.22
"Evolve","Take-Two Interactive","PC",2015,0.18,2015,5.21965619031082,15.03,17,0.884117647058824
"Nep League DS","Jaleco","DS",2007,0.18,2007,0.041491862984648,0.27,3,0.09
"Ar tonelico 2: Melody of Metafalica","Nippon Ichi Software","PS2",2007,0.18,2007,0.0875939329675903,0.57,7,0.0814285714285714
"de Blob 2","THQ","Wii",2011,0.18,2011,4.73184474123539,27.21,79,0.344430379746835
"Lips: Party Classics","Microsoft Game Studios","X360",2010,0.18,2010,7.52615798812947,49.2,13,3.78461538461538
"Casper: Friends Around the World","TDK Core","PS",2000,0.18,2000,0.0752602751181168,0.18,1,0.18
"Borderlands","Take-Two Interactive","PC",2009,0.18,2009,3.44526518563687,24.86,44,0.565
"Jurassic Park III: Island Attack","Konami Digital Entertainment","GBA",2001,0.18,2001,6.13508968609865,21.89,39,0.561282051282051
"Chaotic: Shadow Warriors","Activision","DS",2009,0.18,2009,11.3197610765414,81.68,130,0.628307692307692
"Ghostbusters: The Video Game","Atari","PSP",2009,0.18,2009,0.643042255082667,4.64,23,0.201739130434783
"GameBoy Wars","Nintendo","GB",1991,0.18,1991,47.3325429756965,15.97,13,1.22846153846154
"Amplitude","Sony Computer Entertainment","PS2",2003,0.18,2003,7.17518735623655,29.01,36,0.805833333333333
"Alone in the Dark","Atari","Wii",2008,0.18,2008,1.3109167024474,9.77,40,0.24425
"Company of Heroes: Anthology","THQ","PC",2009,0.18,2009,4.56088806352814,32.91,78,0.421923076923077
"Shape Up","Ubisoft","XOne",2014,0.18,2014,11.2807418357748,41.97,46,0.912391304347826
"Gauntlet: Seven Sorrows","Midway Games","XB",2005,0.18,2005,1.17672439153543,6,23,0.260869565217391
"AirForce Delta Storm","Konami Digital Entertainment","XB",2001,0.18,2001,6.13508968609865,21.89,39,0.561282051282051
"Monopoly Party","Infogrames","XB",2002,0.18,2002,2.21241027578391,9.37,25,0.3748
"Fear Effect 2: Retro Helix","Eidos Interactive","PS",2001,0.18,2001,0.619394618834081,2.21,10,0.221
"How to Train Your Dragon","Activision","PS3",2010,0.18,2010,10.7737257541455,70.43,98,0.718673469387755
"Remember Me","Capcom","X360",2013,0.18,2013,2.39770137719211,9.68,27,0.358518518518519
"International Superstar Soccer 2000 (JP weekly sales)","Konami Digital Entertainment","N64",1999,0.18,1999,4.89133918840951,15.26,32,0.476875
"Chocobo no Fushigi Dungeon for WonderSwan","Namco Bandai Games","WS",1999,0.18,1999,1.58343483556638,4.94,14,0.352857142857143
"Klonoa: Door to Phantomile","Sony Computer Entertainment","PS",1997,0.18,1997,20.6471146459397,45.69,39,1.17153846153846
"Vietcong: Purple Haze","Gathering of Developers","PS2",2004,0.18,2004,0.103701699806123,0.46,4,0.115
"Hitman: HD Trilogy","Square Enix","X360",2013,0.18,2013,3.64856831467354,14.73,17,0.866470588235294
"Atari Anniversary Advance","Atari","GBA",2002,0.18,2002,5.01747261050246,21.25,47,0.452127659574468
"Summer Athletics: The Ultimate Challenge","DTP Entertainment","PS2",2008,0.18,2008,0.1194182052383,0.89,9,0.0988888888888889
"Driver: San Francisco","Ubisoft","PC",2011,0.18,2011,8.46028102392877,48.65,91,0.534615384615385
"Metal Gear Ac!d 2","Konami Digital Entertainment","PSP",2005,0.18,2005,2.92612132028477,14.92,56,0.266428571428571
"Hatsune Miku and Future Stars: Project Mirai","Sega","3DS",2012,0.18,2012,2.85244747036037,12.15,34,0.357352941176471
"Let's TAP","Sega","Wii",2008,0.18,2008,5.13095749248605,38.24,76,0.503157894736842
"X-Men Origins: Wolverine","Activision","PS2",2009,0.18,2009,11.3197610765414,81.68,130,0.628307692307692
"TalkMan (Japan)","Sony Computer Entertainment","PSP",2005,0.18,2005,6.01502284806527,30.67,52,0.589807692307692
"Cabela's Adventure Camp","Activision","Wii",2011,0.18,2011,9.1019755147468,52.34,79,0.66253164556962
"LEGO Marvel's Avengers","Warner Bros. Interactive Entertainment","3DS",2016,0.18,2016,4.04765976854227,7.1,19,0.373684210526316
"Bloody Roar: Primal Fury","Activision","GC",2002,0.18,2002,6.16263694748772,26.1,52,0.501923076923077
"Shrek SuperSlam","Activision","DS",2005,0.18,2005,7.63105767910726,38.91,77,0.505324675324675
"We Sing UK Hits","Nordic Games","Wii",2011,0.18,2011,0.140859766277129,0.81,4,0.2025
"Mega Man Soccer","Capcom","SNES",1993,0.18,1993,8.73377762188706,4.98,8,0.6225
"The Chronicles of Narnia: Prince Caspian","Disney Interactive Studios","X360",2008,0.18,2008,3.00289823958781,22.38,36,0.621666666666667
"ZhuZhu Puppies","Activision","DS",2011,0.18,2011,9.1019755147468,52.34,79,0.66253164556962
"Rabbids Party Collection","Ubisoft","Wii",2010,0.18,2010,6.60374472251117,43.17,82,0.526463414634146
"Trinity Universe","Nippon Ichi Software","PS3",2009,0.18,2009,0.188477902351816,1.36,11,0.123636363636364
"Jewel Match","PlayV","DS",2010,0.18,2010,0.088723000673071,0.58,4,0.145
"FIFA Soccer 07","Electronic Arts","GC",2006,0.18,2006,10.500772908653,58.42,103,0.567184466019418
"Dungeon Travelers 2: The Royal Library & The Monster Seal","Atlus","PSV",2014,0.18,2014,0.301034807149577,1.12,9,0.124444444444444
"Dying Light","Warner Bros. Interactive Entertainment","PC",2015,0.18,2015,8.14030213578746,23.44,28,0.837142857142857
"Vampire Savior: The Lord of Vampire","Capcom","SAT",1998,0.18,1998,2.2255752546209,6.49,13,0.499230769230769
"Pokémon I Choose You / Squirtle Squad Game Boy Advance Video","Nintendo","GBA",2004,0.18,2004,13.9320979304748,61.8,60,1.03
"Super Robot Taisen UX","Namco Bandai Games","3DS",2013,0.18,2013,2.69246012087585,10.87,77,0.141168831168831
"Six Flags Fun Park","Brash Entertainment","DS",2008,0.18,2008,0.136861313868613,1.02,8,0.1275
"Test Drive Off-Road Wide Open","Infogrames","XB",2001,0.18,2001,0.689461883408072,2.46,12,0.205
"Guilty Gear Xrd: Sign","Arc System Works","PS3",2014,0.18,2014,0.223088294584061,0.83,5,0.166
"Pro Yaky? Spirits 2011","Konami Digital Entertainment","PS3",2011,0.18,2011,2.06072621035058,11.85,46,0.257608695652174
"Ben 10 Ultimate Alien: Cosmic Destruction","D3Publisher","X360",2010,0.18,2010,0.697546350119317,4.56,31,0.147096774193548
"Dengeki Bunko Fighting Climax","Sega","PSV",2014,0.18,2014,1.55355462975407,5.78,26,0.222307692307692
"Battle Commander: Hachibushu Shura no Heihou","Banpresto","SNES",1991,0.18,1991,1.51155898043865,0.51,2,0.255
"Odin Sphere: Leifthrasir","Nippon Ichi Software","PS4",2016,0.18,2016,0.399065047602759,0.7,17,0.0411764705882353
"Bad Boys: Miami Takedown","Empire Interactive","XB",2004,0.18,2004,0.448622570900401,1.99,6,0.331666666666667
"Jampack Vol. 1","Sony Computer Entertainment","PS",1996,0.18,1996,16.8253245274425,36.94,38,0.972105263157895
"Spider-Man: Friend or Foe","Activision","PSP",2007,0.18,2007,10.3791126888264,67.54,84,0.804047619047619
"Mega Man X: Command Mission","Capcom","PS2",2004,0.18,2004,1.72911312502818,7.67,29,0.26448275862069
"Tokyo Xtreme Racer DRIFT","Genki","PS2",2003,0.18,2003,0.269595112661077,1.09,2,0.545
"Moon","ASCII Entertainment","PS",1997,0.18,1997,1.7397984545167,3.85,7,0.55
"FIFA Soccer 11","Electronic Arts","PC",2010,0.18,2010,12.4502845254849,81.39,89,0.914494382022472
"LEGO Marvel Super Heroes","Warner Bros. Interactive Entertainment","PC",2013,0.18,2013,7.8148221539681,31.55,38,0.830263157894737
"Cabela's Big Game Hunter 2005 Adventures","Activision","XB",2004,0.18,2004,8.85973217908833,39.3,48,0.81875
"Disney Friends","Disney Interactive Studios","DS",2007,0.18,2007,2.58786286170916,16.84,28,0.601428571428571
"Sesame Street: Elmo's Letter Adventure","NewKidCo","N64",1999,0.18,1999,0.147445349060837,0.46,3,0.153333333333333
"Re-Volt","Acclaim Entertainment","N64",1999,0.18,1999,2.49695493300853,7.79,20,0.3895
"Gokujou Parodius","Konami Digital Entertainment","SNES",1994,0.18,1994,1.75456597578494,1.71,7,0.244285714285714
"Hyperdimension Neptunia","Compile Heart","PSV",2013,0.18,2013,0.0966016050728228,0.39,3,0.13
"Gauntlet: Dark Legacy","Midway Games","GC",2002,0.18,2002,2.23602191159804,9.47,37,0.255945945945946
"A.C.E.: Another Century's Episode 2","Banpresto","PS2",2006,0.18,2006,0.109645181004422,0.61,7,0.0871428571428571
"Guitar Hero Live","Activision","WiiU",2015,0.18,2015,12.5264802917173,36.07,42,0.858809523809524
"Shadow The Hedgehog","Sega","XB",2005,0.18,2005,2.57114279550491,13.11,41,0.319756097560976
"Ridge Racer Unbounded","Namco Bandai Games","PS3",2012,0.18,2012,4.48174668388308,19.09,103,0.185339805825243
"Burnout Legends","Electronic Arts","DS",2005,0.18,2005,13.224420953539,67.43,119,0.566638655462185
"Horrid Henry: Missions of Mischief","SouthPeak Games","DS",2010,0.18,2010,0.088723000673071,0.58,7,0.0828571428571429
